#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_tool: "https://github.com/cmungall/rdf_matcher"
#mapping_date: "2020-06-18"
#curie_map:
#  gold.vocab: "https://microbiomedata/schema/ddl/"
#  mixs: "https://microbiomedata/schema/mixs#"
subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
gold.vocab:MOD_BY	MOD_BY	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:MOD_DATE	MOD_DATE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:MRN	MRN	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:NCBI_TAXONOMY_ID	NCBI_TAXONOMY_ID	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:NCBI_TAXONOMY_NAME	NCBI_TAXONOMY_NAME	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:NITRATE_CONCENTRATION	NITRATE_CONCENTRATION	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:OTHER_ECOSYSTEM	OTHER_ECOSYSTEM	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:OTHER_HOSTS	OTHER_HOSTS	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:OXYGEN_CONCENTRATION	OXYGEN_CONCENTRATION	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:OXYGEN_PRESENCE	OXYGEN_PRESENCE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PATIENT_VISIT_NUMBER	PATIENT_VISIT_NUMBER	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PH1	PH1	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PH2	PH2	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PH_OLD	PH_OLD	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROJECT_OID	PROJECT_OID	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_ISOLATION	PROPORT_ISOLATION	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_OCEAN	PROPORT_OCEAN	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_STATION	PROPORT_STATION	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_WOA_DISSOLVED_OXYGEN	PROPORT_WOA_DISSOLVED_OXYGEN	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_WOA_NITRATE	PROPORT_WOA_NITRATE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_WOA_PHOSPHATE	PROPORT_WOA_PHOSPHATE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_WOA_SALINITY	PROPORT_WOA_SALINITY	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_WOA_SILICATE	PROPORT_WOA_SILICATE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PROPORT_WOA_TEMPERATURE	PROPORT_WOA_TEMPERATURE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PUBLIC_AP_COUNT	PUBLIC_AP_COUNT	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PUBLIC_DAP_COUNT	PUBLIC_DAP_COUNT	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:PUBLIC_SP_COUNT	PUBLIC_SP_COUNT	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:REPLICATE_NUMBER	REPLICATE_NUMBER	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SALINITY_CONCENTRATION	SALINITY_CONCENTRATION	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_BIOMASS	SAMPLE_BIOMASS	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_COLLECTION_DAY	SAMPLE_COLLECTION_DAY	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_COLLECTION_HOUR	SAMPLE_COLLECTION_HOUR	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_COLLECTION_MINUTE	SAMPLE_COLLECTION_MINUTE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_COLLECTION_MONTH	SAMPLE_COLLECTION_MONTH	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_COLLECTION_SITE	SAMPLE_COLLECTION_SITE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_COLLECTION_YEAR	SAMPLE_COLLECTION_YEAR	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_CONDUCTIVITY	SAMPLE_CONDUCTIVITY	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_CONTACT_EMAIL	SAMPLE_CONTACT_EMAIL	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_CONTACT_NAME	SAMPLE_CONTACT_NAME	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_ISOLATION_COMMENTS	SAMPLE_ISOLATION_COMMENTS	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_ISOLATION_COUNTRY_ID	SAMPLE_ISOLATION_COUNTRY_ID	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_OID	SAMPLE_OID	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_VOLUME	SAMPLE_VOLUME	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLE_WEIGHT_DNA_EXT	SAMPLE_WEIGHT_DNA_EXT	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SAMPLING_STRATEGY	SAMPLING_STRATEGY	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_AGROCHEM_ADDITION	SOIL_AGROCHEM_ADDITION	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_ALUMINIUM_SAT	SOIL_ALUMINIUM_SAT	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_ALUMINIUM_SAT_METHOD	SOIL_ALUMINIUM_SAT_METHOD	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_CROP_ROTATION	SOIL_CROP_ROTATION	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_CURR_LAND_USE	SOIL_CURR_LAND_USE	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_CURR_VEGETATION	SOIL_CURR_VEGETATION	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_CURR_VEGETATION_METHOD	SOIL_CURR_VEGETATION_METHOD	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_DRAINAGE_CLASS	SOIL_DRAINAGE_CLASS	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_EXTREME_EVENT	SOIL_EXTREME_EVENT	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_FAO_CLASS	SOIL_FAO_CLASS	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
gold.vocab:SOIL_HEAVY_METALS	SOIL_HEAVY_METALS	noMatch	:NO_MATCH	.	Lexical	gold.vocab	mixs	rdf_matcher	0.5	.	.	slot_definition	.	.	.	no match found
